	mutant	strain	phenotype	date	scope	videoname	img_folder	processed	error
1271	1CN	MXAN_6256		05.10.17	mic3	One Component_New--MXAN_6256--MXAN_6256-mic3-5.10.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6256/MXAN_6256-mic3-5.10.17	True	0
1272	1CN	MXAN_6256				One Component_New--MXAN_6256--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6256/test	True	0
1273	1CN	MXAN_6468	Variable	11.27.13	mic4	One Component_New--MXAN_6468--MXAN_6468-mic4-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6468/MXAN_6468-mic4-11.27.13	True	0
1274	1CN	MXAN_6468	Variable	11.27.13	mic5	One Component_New--MXAN_6468--MXAN_6468-mic5-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6468/MXAN_6468-mic5-11.27.13	True	0
1275	1CN	MXAN_6468	Variable	11.27.13	mic7	One Component_New--MXAN_6468--MXAN_6468-mic7-11.27.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6468/MXAN_6468-mic7-11.27.13	True	0
1276	1CN	MXAN_6468	Variable			One Component_New--MXAN_6468--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6468/test	True	0
1277	1CN	MXAN_6479	LWT	04.04.17	mic2	One Component_New--MXAN_6479--MXAN_6479-mic2-4.4.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6479/MXAN_6479-mic2-4.4.17	True	0
1278	1CN	MXAN_6479	LWT	04.04.17	mic3	One Component_New--MXAN_6479--MXAN_6479-mic3-4.4.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6479/MXAN_6479-mic3-4.4.17	True	0
1279	1CN	MXAN_6479	LWT			One Component_New--MXAN_6479--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6479/test	True	0
1280	1CN	MXAN_6486	LWT	04.05.17	mic2	One Component_New--MXAN_6486--MXAN_6486-mic2-4.5.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6486/MXAN_6486-mic2-4.5.17	True	0
1281	1CN	MXAN_6486	LWT	04.05.17	mic3	One Component_New--MXAN_6486--MXAN_6486-mic3-4.5.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6486/MXAN_6486-mic3-4.5.17	True	0
1282	1CN	MXAN_6486	LWT			One Component_New--MXAN_6486--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6486/test	True	0
1283	1CN	MXAN_6549	Late abnormal	01.08.14	mic3	One Component_New--MXAN_6549--MXAN_6549-mic3-01.08.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6549/MXAN_6549-mic3-01.08.14	True	0
1284	1CN	MXAN_6549	Late abnormal	01.08.14	mic6	One Component_New--MXAN_6549--MXAN_6549-mic6-01.08.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6549/MXAN_6549-mic6-01.08.14	True	0
1285	1CN	MXAN_6549	Late abnormal	01.08.14	mic7	One Component_New--MXAN_6549--MXAN_6549-mic7-01.08.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6549/MXAN_6549-mic7-01.08.14	True	0
1286	1CN	MXAN_6549	Late abnormal			One Component_New--MXAN_6549--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6549/test	True	0
1287	1CN	MXAN_6646	LWT	04.06.17	mic2	One Component_New--MXAN_6646--MXAN_6646-mic2-4.6.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6646/MXAN_6646-mic2-4.6.17	True	0
1288	1CN	MXAN_6646	LWT	04.06.17	mic3	One Component_New--MXAN_6646--MXAN_6646-mic3-4.6.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6646/MXAN_6646-mic3-4.6.17	True	0
1289	1CN	MXAN_6646	LWT			One Component_New--MXAN_6646--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6646/test	True	0
1290	1CN	MXAN_6653	No aggregation	04.26.17	mic2	One Component_New--MXAN_6653--MXAN_6653-mic2-4.26.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6653/MXAN_6653-mic2-4.26.17	True	0
1291	1CN	MXAN_6653	No aggregation	04.26.17	mic3	One Component_New--MXAN_6653--MXAN_6653-mic3-4.26.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6653/MXAN_6653-mic3-4.26.17	True	0
1292	1CN	MXAN_6653	No aggregation			One Component_New--MXAN_6653--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6653/test	True	0
1293	1CN	MXAN_6833	Variable	05.02.17	mic2	One Component_New--MXAN_6833--MXAN_6833-mic2-5.2.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6833/MXAN_6833-mic2-5.2.17	True	0
1294	1CN	MXAN_6833	Variable	05.02.17	mic3	One Component_New--MXAN_6833--MXAN_6833-mic3-5.2.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6833/MXAN_6833-mic3-5.2.17	True	0
1295	1CN	MXAN_6833	Variable			One Component_New--MXAN_6833--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6833/test	True	0
1296	1CN	MXAN_6889	No aggregation			One Component_New--MXAN_6889	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6889	True	4
1297	1CN	MXAN_6889	No aggregation	01.07.14	mic4	One Component_New--MXAN_6889--MXAN_6889-mic4-01.07.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6889/MXAN_6889-mic4-01.07.14	True	0
1298	1CN	MXAN_6889	No aggregation	01.07.14	mic5	One Component_New--MXAN_6889--MXAN_6889-mic5-01.07.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6889/MXAN_6889-mic5-01.07.14	True	0
1299	1CN	MXAN_6889	No aggregation	01.07.14	mic7	One Component_New--MXAN_6889--MXAN_6889-mic7-01.07.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6889/MXAN_6889-mic7-01.07.14	True	0
1300	1CN	MXAN_6889	No aggregation			One Component_New--MXAN_6889--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6889/test	True	0
1301	1CN	MXAN_6967	Late abnormal	01.07.14	mic6	One Component_New--MXAN_6967--MXAN_6967-mic6-01.07.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6967/MXAN_6967-mic6-01.07.14	True	0
1302	1CN	MXAN_6967	Late abnormal	01.07.14	mic8	One Component_New--MXAN_6967--MXAN_6967-mic8-01.07.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6967/MXAN_6967-mic8-01.07.14	True	0
1303	1CN	MXAN_6967	Late abnormal			One Component_New--MXAN_6967--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_6967/test	True	0
1304	1CN	MXAN_0502	Variable	05.21.13	mic1	One Component_New--MXAN_0502--MXAN_0502-mic1-5.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic1-5.21.13	True	0
1305	1CN	MXAN_0502	Variable	04.07.17	mic2	One Component_New--MXAN_0502--MXAN_0502-mic2-4.7.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic2-4.7.17	True	0
1306	1CN	MXAN_0502	Variable	12.20.11	mic3	One Component_New--MXAN_0502--MXAN_0502-mic3-12.20.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic3-12.20.11	True	0
1307	1CN	MXAN_0502	Variable	04.07.17	mic3	One Component_New--MXAN_0502--MXAN_0502-mic3-4.7.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic3-4.7.17	True	0
1308	1CN	MXAN_0502	Variable	05.21.13	mic3	One Component_New--MXAN_0502--MXAN_0502-mic3-5.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic3-5.21.13	True	0
1309	1CN	MXAN_0502	Variable	12.20.11	mic6	One Component_New--MXAN_0502--MXAN_0502-mic6-12.20.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic6-12.20.11	True	0
1310	1CN	MXAN_0502	Variable	05.21.13	mic6	One Component_New--MXAN_0502--MXAN_0502-mic6-5.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic6-5.21.13	True	0
1311	1CN	MXAN_0502	Variable	12.20.11	mic8	One Component_New--MXAN_0502--MXAN_0502-mic8-12.20.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic8-12.20.11	True	0
1312	1CN	MXAN_0502	Variable	05.21.13	mic8	One Component_New--MXAN_0502--MXAN_0502-mic8-5.21.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/MXAN_0502-mic8-5.21.13	True	0
1313	1CN	MXAN_0502	Variable			One Component_New--MXAN_0502--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0502/test	True	0
1314	1CN	MXAN_1677	Variable			One Component_New--MXAN_1677	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677	False	4
1315	1CN	MXAN_1677	Variable	04.29.13	mic2	One Component_New--MXAN_1677--MXAN_1677-mic2-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic2-4.29.13	True	0
1316	1CN	MXAN_1677	Variable	10.31.13	mic3	One Component_New--MXAN_1677--MXAN_1677-mic3-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic3-10.31.13	True	0
1317	1CN	MXAN_1677	Variable	01.14.14	mic4	One Component_New--MXAN_1677--MXAN_1677-mic4-01.14.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic4-01.14.14	True	0
1318	1CN	MXAN_1677	Variable	04.29.13	mic4	One Component_New--MXAN_1677--MXAN_1677-mic4-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic4-4.29.13	True	0
1319	1CN	MXAN_1677	Variable	04.29.13	mic5	One Component_New--MXAN_1677--MXAN_1677-mic5-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic5-4.29.13	True	0
1320	1CN	MXAN_1677	Variable	10.31.13	mic6	One Component_New--MXAN_1677--MXAN_1677-mic6-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic6-10.31.13	True	0
1321	1CN	MXAN_1677	Variable	01.14.14	mic7	One Component_New--MXAN_1677--MXAN_1677-mic7-01.14.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic7-01.14.14	True	0
1322	1CN	MXAN_1677	Variable	04.29.13	mic7	One Component_New--MXAN_1677--MXAN_1677-mic7-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/MXAN_1677-mic7-4.29.13	True	0
1323	1CN	MXAN_1677	Variable			One Component_New--MXAN_1677--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_1677/test	True	0
1324	1CN	MXAN_7072	Variable	01.01.14	mic3	One Component_New--MXAN_7072--MXAN_7072-mic3-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7072/MXAN_7072-mic3-01.01.14	True	0
1325	1CN	MXAN_7072	Variable	01.01.14	mic6	One Component_New--MXAN_7072--MXAN_7072-mic6-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7072/MXAN_7072-mic6-01.01.14	True	0
1326	1CN	MXAN_7072	Variable	01.01.14	mic8	One Component_New--MXAN_7072--MXAN_7072-mic8-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7072/MXAN_7072-mic8-01.01.14	True	0
1327	1CN	MXAN_7072	Variable			One Component_New--MXAN_7072--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7072/test	True	0
1328	1CN	MXAN_7078	LWT	12.31.13	mic6	One Component_New--MXAN_7078--MXAN_7078-mic6-12.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7078/MXAN_7078-mic6-12.31.13	True	0
1329	1CN	MXAN_7078	LWT	12.31.13	mic8	One Component_New--MXAN_7078--MXAN_7078-mic8-12.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7078/MXAN_7078-mic8-12.31.13	True	0
1330	1CN	MXAN_7078	LWT			One Component_New--MXAN_7078--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7078/test	True	0
1331	1CN	MXAN_7312	LWT	12.31.13	mic4	One Component_New--MXAN_7312--MXAN_7312-mic4-12.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7312/MXAN_7312-mic4-12.31.13	True	0
1332	1CN	MXAN_7312	LWT	12.31.13	mic5	One Component_New--MXAN_7312--MXAN_7312-mic5-12.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7312/MXAN_7312-mic5-12.31.13	True	0
1333	1CN	MXAN_7312	LWT	12.31.13	mic7	One Component_New--MXAN_7312--MXAN_7312-mic7-12.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7312/MXAN_7312-mic7-12.31.13	True	0
1334	1CN	MXAN_7312	LWT			One Component_New--MXAN_7312--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7312/test	True	0
1335	1CN	MXAN_7316	Late normal	01.01.14	mic4	One Component_New--MXAN_7316--MXAN_7316-mic4-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7316/MXAN_7316-mic4-01.01.14	True	0
1336	1CN	MXAN_7316	Late normal	01.01.14	mic5	One Component_New--MXAN_7316--MXAN_7316-mic5-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7316/MXAN_7316-mic5-01.01.14	True	0
1337	1CN	MXAN_7316	Late normal	01.01.14	mic7	One Component_New--MXAN_7316--MXAN_7316-mic7-01.01.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7316/MXAN_7316-mic7-01.01.14	True	0
1338	1CN	MXAN_7316	Late normal			One Component_New--MXAN_7316--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7316/test	True	0
1339	1CN	MXAN_7322	Late normal	01.03.14	mic3	One Component_New--MXAN_7322--MXAN_7322-mic3-01.03.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7322/MXAN_7322-mic3-01.03.14	True	0
1340	1CN	MXAN_7322	Late normal	01.03.14	mic6	One Component_New--MXAN_7322--MXAN_7322-mic6-01.03.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7322/MXAN_7322-mic6-01.03.14	True	0
1341	1CN	MXAN_7322	Late normal	01.03.14	mic8	One Component_New--MXAN_7322--MXAN_7322-mic8-01.03.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7322/MXAN_7322-mic8-01.03.14	True	4
1342	1CN	MXAN_7322	Late normal			One Component_New--MXAN_7322--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_7322/test	True	0
1343	1CN	MXAN_0311		01.19.12	mic2	One Component_New--potential lethal--MXAN_0311--MXAN_0311-mic2-1.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_0311/MXAN_0311-mic2-1.19.12	True	0
1344	1CN	MXAN_0311		01.19.12	mic4	One Component_New--potential lethal--MXAN_0311--MXAN_0311-mic4-1.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_0311/MXAN_0311-mic4-1.19.12	True	0
1345	1CN	MXAN_0311		01.19.12	mic5	One Component_New--potential lethal--MXAN_0311--MXAN_0311-mic5-1.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_0311/MXAN_0311-mic5-1.19.12	True	0
1346	1CN	MXAN_0311		01.19.12	mic7	One Component_New--potential lethal--MXAN_0311--MXAN_0311-mic7-1.19.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_0311/MXAN_0311-mic7-1.19.12	True	0
1347	1CN	MXAN_1760		12.22.11	mic1	One Component_New--potential lethal--MXAN_1760--MXAN_1760-mic1-12.22.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_1760/MXAN_1760-mic1-12.22.11	True	0
1348	1CN	MXAN_1760		12.22.11	mic3	One Component_New--potential lethal--MXAN_1760--MXAN_1760-mic3-12.22.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_1760/MXAN_1760-mic3-12.22.11	True	0
1349	1CN	MXAN_1760		12.23.11	mic6	One Component_New--potential lethal--MXAN_1760--MXAN_1760-mic6-12.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_1760/MXAN_1760-mic6-12.23.11	True	0
1350	1CN	MXAN_1760		12.23.11	mic8	One Component_New--potential lethal--MXAN_1760--MXAN_1760-mic8-12.23.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/potential lethal/MXAN_1760/MXAN_1760-mic8-12.23.11	True	0
1351	1CN	MXAN_0069	LWT	06.10.11	mic1	One Component_New--MXAN_0069--MXAN_0069-mic1-6.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic1-6.10.11	True	4
1352	1CN	MXAN_0069	LWT	02.27.17	mic2	One Component_New--MXAN_0069--MXAN_0069-mic2-2.27.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic2-2.27.17	True	0
1353	1CN	MXAN_0069	LWT	02.27.17	mic3	One Component_New--MXAN_0069--MXAN_0069-mic3-2.27.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic3-2.27.17	True	0
1354	1CN	MXAN_0069	LWT	06.29.11	mic6	One Component_New--MXAN_0069--MXAN_0069-mic6-6.29.11-every1.5min.36h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic6-6.29.11-every1.5min.36h	True	0
1355	1CN	MXAN_0069	LWT	06.10.11	mic8	One Component_New--MXAN_0069--MXAN_0069-mic8-6.10.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic8-6.10.11	True	0
1356	1CN	MXAN_0069	LWT	06.29.11	mic8	One Component_New--MXAN_0069--MXAN_0069-mic8-6.29.11-every1.5min	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/MXAN_0069-mic8-6.29.11-every1.5min	True	0
1357	1CN	MXAN_0069	LWT			One Component_New--MXAN_0069--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0069/test	True	0
1358	1CN	MXAN_0079	Variable	10.31.13	mic2	One Component_New--MXAN_0079--MXAN_0079-mic2-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic2-10.31.13	True	0
1359	1CN	MXAN_0079	Variable	04.29.13	mic3	One Component_New--MXAN_0079--MXAN_0079-mic3-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic3-4.29.13	True	0
1360	1CN	MXAN_0079	Variable	10.31.13	mic4	One Component_New--MXAN_0079--MXAN_0079-mic4-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic4-10.31.13	True	0
1361	1CN	MXAN_0079	Variable	10.31.13	mic5	One Component_New--MXAN_0079--MXAN_0079-mic5-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic5-10.31.13	True	0
1362	1CN	MXAN_0079	Variable	04.29.13	mic6	One Component_New--MXAN_0079--MXAN_0079-mic6-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic6-4.29.13	True	0
1363	1CN	MXAN_0079	Variable	10.31.13	mic7	One Component_New--MXAN_0079--MXAN_0079-mic7-10.31.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic7-10.31.13	True	0
1364	1CN	MXAN_0079	Variable	04.29.13	mic8	One Component_New--MXAN_0079--MXAN_0079-mic8-4.29.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/MXAN_0079-mic8-4.29.13	True	0
1365	1CN	MXAN_0079	Variable			One Component_New--MXAN_0079--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0079/test	True	0
1366	1CN	MXAN_0090	Late abnormal			One Component_New--MXAN_0090--111	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0090/111	True	0
1367	1CN	MXAN_0090	Late abnormal	10.10.13	mic4	One Component_New--MXAN_0090--MXAN_0090-mic4-10.10.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0090/MXAN_0090-mic4-10.10.13	True	0
1368	1CN	MXAN_0090	Late abnormal	10.10.13	mic7	One Component_New--MXAN_0090--MXAN_0090-mic7-10.10.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0090/MXAN_0090-mic7-10.10.13	True	0
1369	1CN	MXAN_0090	Late abnormal			One Component_New--MXAN_0090--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0090/test	True	0
1370	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213	True	4
1371	1CN	MXAN_0213	No aggregation	04.07.11	mic7	One Component_New--MXAN_0213--1p_MXAN_0213_mic7_4.7.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/1p_MXAN_0213_mic7_4.7.11	True	0
1372	1CN	MXAN_0213	No aggregation	11.07.13	mic2	One Component_New--MXAN_0213--MXAN_0213-mic2-11.07.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic2-11.07.13	True	0
1373	1CN	MXAN_0213	No aggregation	01.15.14	mic3	One Component_New--MXAN_0213--MXAN_0213-mic3-01.15.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic3-01.15.14	True	0
1374	1CN	MXAN_0213	No aggregation	01.15.14	mic4	One Component_New--MXAN_0213--MXAN_0213-mic4-01.15.14	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic4-01.15.14	True	0
1375	1CN	MXAN_0213	No aggregation	11.07.13	mic4	One Component_New--MXAN_0213--MXAN_0213-mic4-11.07.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic4-11.07.13	True	0
1376	1CN	MXAN_0213	No aggregation	11.07.13	mic5	One Component_New--MXAN_0213--MXAN_0213-mic5-11.07.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic5-11.07.13	True	0
1377	1CN	MXAN_0213	No aggregation	01.25.12	mic6	One Component_New--MXAN_0213--MXAN_0213-mic6-1.25.12	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic6-1.25.12	True	0
1378	1CN	MXAN_0213	No aggregation	11.07.13	mic7	One Component_New--MXAN_0213--MXAN_0213-mic7-11.07.13	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/MXAN_0213-mic7-11.07.13	True	0
1379	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213-1%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213-1%A-120h	True	4
1380	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213-1%A-48h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213-1%A-48h	True	4
1381	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213-1%A-72h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213-1%A-72h	True	4
1382	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213-1%A-96h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213-1%A-96h	True	4
1383	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213-1.5%A-120h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213-1.5%A-120h	True	4
1384	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--plates--MXAN_0213_1%A-24h	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/plates/MXAN_0213_1%A-24h	True	4
1385	1CN	MXAN_0213	No aggregation			One Component_New--MXAN_0213--test	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0213/test	True	0
1386	1CN	MXAN_0214	Variable	03.30.11	mic4	One Component_New--MXAN_0214--1p_MXAN_0214_mic4_3.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/1p_MXAN_0214_mic4_3.30.11	True	0
1387	1CN	MXAN_0214	Variable	03.30.11	mic6	One Component_New--MXAN_0214--1p_MXAN_0214_mic6_3.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/1p_MXAN_0214_mic6_3.30.11	True	0
1388	1CN	MXAN_0214	Variable	03.30.11	mic7	One Component_New--MXAN_0214--1p_MXAN_0214_mic7_3.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/1p_MXAN_0214_mic7_3.30.11	True	4
1389	1CN	MXAN_0214	Variable	03.30.11	mic8	One Component_New--MXAN_0214--1p_MXAN_0214_mic8_3.30.11	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/1p_MXAN_0214_mic8_3.30.11	True	0
1390	1CN	MXAN_0214	Variable	04.20.17	mic2	One Component_New--MXAN_0214--MXAN_0214-mic2-4.20.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/MXAN_0214-mic2-4.20.17	True	0
1391	1CN	MXAN_0214	Variable	04.20.17	mic3	One Component_New--MXAN_0214--MXAN_0214-mic3-4.20.17	/mnt/SeagateBackup_USB/Mutant_Movies/One Component_New/MXAN_0214/MXAN_0214-mic3-4.20.17	True	0
